Gene,SRR1174401,SRR1174402,SRR1174403,SRR1174404,SRR1174405,SRR1174406,SRR1174407,SRR1174408,SRR1174409,SRR1174410,SRR1174411,SRR1174412,SRR1174413,SRR1174414,SRR1174415,SRR1174416,SRR1174417
Cre06.g250700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g250750,19.538925,18.004694,25.859015,33.153272,25.186469,23.240783,22.819615,14.902368,17.892065,13.036335,9.964109,15.412303,13.939907,13.333781,10.324251,15.291545,12.151576
Cre06.g250800,37.43458,23.780479,34.331447,27.315352,27.164843,19.043135,17.830974,9.814231,11.257549,9.256673,9.372138,11.595528,10.721018,11.972678,10.46479,10.240397,14.213434
Cre06.g250850,3.409201,2.194611,2.222379,3.841667,3.320132,1.759128,1.964215,1.678484,1.588481,1.3029,0.857502,1.25434,1.579545,1.448827,1.710341,0.675921,1.857048
Cre06.g250902,50.817621,49.610233,69.572565,77.523999,92.43232,61.796558,58.674119,33.171497,71.528003,62.626413,29.317241,30.369412,45.765608,53.757133,50.657666,38.942935,48.782634
Cre06.g250950,53.608113,50.466537,58.89223,44.657211,42.680575,26.068189,26.812786,16.96089,16.879502,11.713545,10.876443,12.016728,12.117328,13.354448,12.689818,16.696537,13.825102
Cre06.g250976,0,0,0,1.391699,0.251024,0.395912,0,0.633461,0,0,0.27401,0.920289,0,0,0.704649,0,0.164233
Cre06.g251000,189.631482,174.803147,213.040423,333.624164,356.787836,212.340248,183.131805,127.351044,149.570965,194.217764,196.527126,187.793335,197.644982,165.299704,130.857853,135.659362,175.235947
Cre06.g251050,7.258736,9.036591,7.381202,8.633049,7.967472,9.840118,10.988748,5.226253,5.170201,4.912923,5.926464,5.340876,5.880142,5.356452,4.787402,5.207426,6.126262
Cre06.g251100,19.409651,16.345639,22.440163,18.101199,18.522314,10.645483,12.270662,8.02128,9.813697,6.193932,4.591979,7.807211,7.81841,8.015471,6.773068,4.294897,7.856363
Cre06.g251150,139.26612,149.458782,164.703081,164.52475,106.816224,143.090544,157.533936,167.628319,131.175039,138.194668,134.868205,139.230273,127.757246,105.904106,80.254526,110.622614,101.679795
Cre06.g251200,32.218352,53.641401,45.914348,23.612374,37.779016,43.20612,38.883981,14.860975,10.687621,10.939053,15.209732,9.670494,12.42484,13.312516,11.133141,2.397795,13.915194
Cre06.g251250,3.120705,3.187473,4.151663,3.434829,3.076969,4.45992,6.144671,5.97861,4.521221,3.523008,5.10421,4.022445,4.498327,4.163396,4.086195,2.841071,3.781679
Cre06.g251300,40.134522,32.034157,40.408337,44.410258,38.700699,26.18102,22.797956,17.535266,16.734843,13.357981,15.064763,13.799031,10.732044,11.547298,9.791627,0,11.744492
Cre06.g251350,2.708158,1.534092,2.34205,0.509976,1.333788,3.082914,4.620219,1.639392,1.495331,0.89952,1.204902,0.576104,0.879042,1.424868,1.553884,0,1.504547
Cre06.g251400,30.443222,26.949669,23.358417,15.61491,16.022303,14.635532,15.951252,14.050168,10.888777,8.298176,9.070501,8.43377,10.305923,11.218327,9.847195,8.505895,10.049449
Cre06.g251450,8.402044,7.304405,10.003592,6.26486,6.042071,8.48682,11.718914,8.855427,9.693434,8.201166,6.737995,6.134296,6.464526,6.668179,6.769484,4.907718,7.498732
Cre06.g251500,25.585215,22.413517,16.724845,0.477323,9.083093,19.689424,24.49615,7.061063,9.372047,6.069259,11.935397,4.392645,7.03084,8.553664,9.175179,7.852349,10.279951
Cre06.g251550,0.029566,0.026144,0.030304,0,0.032136,0.177394,0.156519,0.162189,0.092871,0.089786,0.035078,0.058907,0.18612,0.06866,0.22552,0.732731,0.23653
Cre06.g251600,47.51436,42.436251,44.837689,22.422586,28.194188,39.295008,46.40528,36.604614,43.955953,34.568666,35.134103,28.482512,28.349088,30.271811,26.121392,20.098678,27.614145
Cre06.g251650,21.741003,17.897814,18.687059,17.697869,16.541404,17.109273,18.784164,10.418173,10.856177,9.973313,9.495674,10.774253,9.476254,9.241458,7.996584,9.452741,10.415439
Cre06.g251683,0.7142,1.263058,0.732029,1.075933,0.970341,2.75474,1.10276,2.203801,2.617323,0.83419,0.847357,1.897286,1.798379,2.487847,0.856066,0,1.650611
Cre06.g251716,7.942253,13.372393,10.482311,9.34246,9.342061,10.071474,10.823324,8.952458,9.825382,9.73408,9.003506,6.792064,6.574968,8.400888,7.231783,0,8.39445
Cre06.g251750,15.233506,10.002608,15.459193,34.310021,62.746349,22.429853,9.282094,0.465405,0.118443,0.246633,0.223684,0.450759,0.474734,0.262695,0.230092,0,0.214511
Cre06.g251800,12.715564,6.109292,16.875082,28.456941,35.170916,12.284928,8.479192,5.66999,7.503496,5.305463,6.038873,4.930194,5.228409,5.120631,4.797457,1.821556,5.579549
Cre06.g251850,140.901649,62.295914,210.611082,229.955465,191.434788,181.157278,204.609212,152.977877,167.510032,150.859548,182.844008,155.961672,184.789114,129.521281,142.020984,0,160.733799
Cre06.g251900,11.240652,6.44856,5.676326,3.221572,1.698546,2.373436,2.624585,7.783021,5.439843,4.752114,5.350818,10.487771,5.350211,5.029762,4.409494,8.15346,4.747317
Cre06.g251951,3.723938,2.16455,3.14961,4.354667,4.465093,3.593691,4.474733,3.169603,2.910742,2.39075,3.066504,2.77584,3.163918,2.827227,2.72132,1.936157,2.962975
Cre06.g252000,34.718016,25.771425,34.195271,22.123516,21.241546,18.364736,21.562144,10.250728,10.113019,9.288876,9.605258,10.928448,13.369176,13.291692,10.118398,13.064869,12.920013
Cre06.g252050,0.252531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027518,0,0.044895
Cre06.g252100,3.377704,2.208194,2.830327,1.543422,1.924807,1.114836,1.765519,1.687697,1.979933,1.316307,0.781073,1.2173,1.355386,1.500944,1.530668,1.388546,1.683354
Cre06.g252150,8.392039,5.120237,5.590996,12.010378,12.382323,13.451093,13.975834,9.811425,7.644626,6.998597,4.878768,6.214346,8.875204,7.551825,6.337171,6.239385,7.74313
Cre06.g252200,47.587131,36.715787,35.445605,5.534845,12.851535,16.870253,21.572262,15.775625,22.455438,19.440106,31.810295,16.499167,13.326237,17.165641,15.333856,8.671688,20.25842
Cre06.g252250,0.200719,0.12908,0.20573,0.302381,1.398234,0.914956,0.257596,0.025025,0.023882,0.012788,0.027062,0.036356,0.022974,0,0.013918,0,0.006488
Cre06.g252300,18.278573,14.061227,8.50377,2.408625,13.796679,14.55603,13.153589,10.222597,10.281946,9.882343,15.277939,7.676774,8.487075,7.952687,6.695704,3.212745,8.895946
Cre06.g252350,10.58881,9.141247,6.892517,1.814435,6.545468,11.334277,12.342492,6.056443,7.986892,5.744286,9.407374,5.099284,5.433689,5.652221,5.09107,7.462236,6.521744
Cre06.g252401,34.227363,39.570343,43.483259,39.214653,39.098392,41.205306,41.194174,28.521024,36.649793,34.932046,25.46263,28.285533,27.752338,25.659049,20.519114,19.216135,24.300308
Cre06.g252450,38.494328,34.532691,34.872449,16.629063,25.324201,24.581408,31.221074,19.593348,30.832746,25.149136,36.491448,21.250232,22.253442,25.147194,19.853973,19.045433,24.306231
Cre06.g252550,30.798884,27.523228,45.120717,72.876138,52.62374,56.430494,64.058845,24.609013,17.032219,24.397619,23.629391,24.106267,24.353668,21.035153,17.704018,21.089765,18.934096
Cre06.g252576,0,0.206268,0.239093,0,0,0.199944,0.154363,0.159956,0.36637,0.272461,0.207571,0.077461,0,0.135429,0.152512,0,0.041471
Cre06.g252600,1.589037,2.089163,1.843008,1.889893,2.567992,8.960638,3.057717,0.136202,0.065677,0.048842,0.018605,0.027772,0.06581,0.09711,0.059236,0,0.070625
Cre06.g252650,230.799355,287.146588,247.560392,59.419124,40.900893,58.475697,94.286886,92.60581,180.405612,125.411055,61.223185,54.055534,80.97995,111.257592,122.117816,169.247932,112.638107
Cre06.g252700,24.746402,13.477998,28.02923,32.417519,27.774268,22.440591,22.368087,10.789972,9.927796,8.587409,10.371801,11.641335,12.530186,10.098513,8.245939,15.554428,10.536251
Cre06.g252743,0,11.939558,11.071669,4.068275,4.402819,16.202844,11.31779,8.332925,4.241364,3.154206,1.601996,1.793485,1.69999,1.567825,1.765594,0,3.840753
Cre06.g252750,0.213932,0.15764,0.255818,0.429714,0.377853,0.45842,0.487617,0.488984,0.307998,0.399798,0.475908,0.367036,0.538687,0.331205,0.439033,0,0.583168
Cre06.g252800,5.30774,4.579986,5.492802,7.030339,5.023534,3.461532,3.235181,3.79781,6.007196,6.121608,4.114558,4.912903,5.181385,5.597316,4.325188,5.719194,5.415486
Cre06.g252850,59.197462,39.33102,52.065322,47.904942,44.753827,10.260723,5.742208,7.230696,17.839012,14.420234,6.890833,13.074789,13.379268,12.976734,12.303156,10.879425,17.836629
Cre06.g252871,0.936012,1.116121,0.881869,1.43857,2.566468,0.382869,0.382672,0,0.294501,0.111535,0,0.012555,0.059505,0.255245,0.02472,0,0.094966
Cre06.g252892,2.66625,2.747831,1.402298,6.262453,7.476873,9.35728,8.669858,11.420269,10.981218,11.496424,5.849846,8.665744,10.955952,12.477277,10.127473,5.359546,11.657646
Cre06.g252913,0.069598,0.123083,0,0.104848,0.075647,0.029827,0.015352,0.143171,0.036436,0.097549,0.082574,0.046222,0,0,0.068255,0,0.12373
Cre06.g253000,0,0,0,0,0.114192,0.180102,0,0,0,0,0,0.139548,0,0,0.045793,0,0
Cre06.g253051,10.963702,12.169839,16.019262,15.462424,11.979976,18.19488,16.311048,17.835053,17.341521,20.489081,19.92684,21.921428,15.712478,15.709778,13.497352,5.781125,15.551499
Cre06.g253102,3.405265,3.512943,3.781127,3.419993,2.930137,3.526843,3.004513,2.821486,4.605437,4.109951,5.639376,4.240384,3.394101,3.459725,3.15402,0,3.632317
Cre06.g253150,0.656681,0.774224,1.458327,3.297607,1.54647,2.298359,2.65558,1.651073,1.145969,1.329481,0.51941,0.908587,0.757875,1.652074,1.395353,0,1.206359
Cre06.g253200,2.683382,2.649884,2.502769,1.455687,1.857472,2.915593,3.737157,4.322482,4.171748,3.308077,3.857596,2.651492,3.127713,3.20295,2.739026,2.427085,3.145515
Cre06.g253250,1.614772,1.771601,1.777681,2.252439,2.120766,2.422132,2.783513,1.476353,1.299377,0.782368,0.612003,1.02277,1.129459,1.562474,1.300125,0.741089,1.477896
Cre06.g253300,16.235109,15.138889,15.354543,5.669807,6.456887,4.301203,4.525229,2.428924,4.4043,3.430527,2.823637,3.259172,3.762869,3.684543,3.313023,1.828881,4.880419
Cre06.g253350,278.849224,292.076142,258.823864,158.657916,165.916186,153.972323,168.474269,126.296798,109.582907,107.745841,135.459193,116.917427,110.445757,108.112476,98.824091,77.115184,113.615198
Cre06.g253404,7.118753,6.714383,10.215045,12.154221,6.705803,8.135628,4.606049,4.393257,4.720693,3.65849,2.111497,3.624629,4.481315,2.755277,3.671687,0,3.627962
Cre06.g253459,1.50252,1.184966,1.304168,2.712154,3.873114,3.486504,3.657603,2.264786,2.515736,1.96365,1.939237,1.950788,2.181417,2.035399,1.885049,2.683739,2.045492
Cre06.g253550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g253566,1.032866,0.365324,0.952785,1.7116,1.936547,1.593548,1.708711,0.956133,1.054431,0.747965,0.643354,1.13183,0.975297,0.479719,0.990425,0,1.083373
Cre06.g253569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g253582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g253600,0,0,0,0,0.005212,0,0.008462,0.013153,0,0.004481,0.017069,0,0.012075,0,0.00418,0,0.00682
Cre06.g253679,0,0,0,0,0,0,0,0,0.015923,0,0.018043,0,0.038293,0,0.006629,0,0
Cre06.g253750,0,0.039901,0,0,0,0.027088,0,0,0,0,0,0,0,0,0.003444,0,0.005618
Cre06.g253753,177.459584,187.231781,223.228111,385.821177,271.789857,192.72591,113.872804,89.19011,106.629568,99.868363,90.917393,107.14202,97.748265,91.319619,79.766056,199.907833,82.098255
Cre06.g253754,5.220419,6.294734,5.350738,4.289725,9.284957,4.881377,4.710732,3.254264,4.099549,2.32813,2.674563,3.151851,4.780069,3.857388,4.602538,0,3.543591
Cre06.g253755,1.246507,1.041658,0.982788,2.600096,3.662547,3.569237,3.308497,2.287139,2.12268,2.0287,1.79988,1.955892,1.733209,1.84499,1.829947,2.376317,1.892152
Cre06.g253756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g253757,0,0,0,0,0.016529,0,0,0,0.015923,0,0,0.0202,0,0,0,0,0
Cre06.g253758,0,0.816871,0,0,0.502047,0.791823,0,0.316731,0.967274,0.215802,0.54802,0,0,0,0,0,0.656934
Cre06.g253759,0,0,0,0,0,0,0.006864,0,0.008146,0.014539,0,0,0,0.018067,0.003391,0,0.016598
Cre06.g253789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01336,0,0
Cre06.g253800,0,0,0,0,0,0,0.004231,0,0,0.004481,0.00569,0,0,0,0.00418,0,0.00341
Cre06.g253850,0.030601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003335,0,0
Cre06.g253851,0.413147,0.639316,0.63519,1.7116,2.104942,1.726343,2.118802,1.593554,1.108505,1.278778,0.949713,1.166128,1.105337,1.319227,1.102973,0,1.120097
Cre06.g253852,0,0,0.948336,2.090792,1.508482,2.180897,0.612264,1.110279,0.847679,1.080685,0.823307,0.307239,0.873669,0.268582,0.554513,0,0.822443
Cre06.g253853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g253900,0.382969,0.423299,0.588794,0.865407,1.95119,1.600245,1.098171,0.951945,0.726793,0.715696,0.795148,1.017364,0.843788,1.222866,0.751157,0,0.953176
Cre06.g253901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g253902,0,0,0.022643,0,0.012006,0,0.004873,0,0.011565,0,0,0.007336,0,0.012826,0.004814,0,0
Cre06.g253903,63.415539,32.042849,58.808261,54.591269,66.465487,102.240259,77.267639,66.26231,49.009196,91.705425,112.858309,78.215722,62.732396,57.855284,58.243085,0,67.643893
Cre06.g253975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00599
Cre06.g254002,0.413147,0.456654,0.952785,0.6224,1.936547,1.195161,1.321403,0.92072,0.757028,0.554942,0.67399,0.720255,0.520158,0.599649,0.990425,0,0.697765
Cre06.g254027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g254052,0,0,0,0,0,0,0,0.008576,0.006547,0,0,0.008306,0.015745,0,0.008176,0,0.004447
Cre06.g254077,0,0.016979,0,0,0.005218,0,0,0.013167,0.010053,0.004486,0.005695,0.006376,0.012088,0,0.002092,0,0.003414
Cre06.g254100,2.899003,2.667007,3.301525,3.396798,9.56429,11.79668,3.559003,0.140557,0.030661,0.027362,0.008686,0.038895,0.018434,0,0.009573,0,0.015618
Cre06.g254150,6.045452,4.759601,6.052266,2.027228,4.447897,7.944791,10.902779,4.517273,6.450841,3.964554,6.410047,3.00789,4.349329,4.279382,3.700843,3.484283,5.309516
Cre06.g254175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g254200,0,0.09082,0.105272,0.154729,0.055818,0.044017,0.045311,0.140856,0,0.023993,0.304644,0.17053,0.129312,0.238517,0.134302,0,0.109557
Cre06.g254213,3.37101,1.490403,2.591372,0,2.747996,2.889406,2.602504,15.313913,8.382879,8.465329,4.249478,6.996216,6.896758,5.871297,6.244587,0,6.89191
Cre06.g254224,0.204653,0.180964,0.209762,0.308308,0.611711,1.052492,0.045142,0.210499,0.160713,0.430266,1.27475,0.883457,0.515324,0.594076,0.535211,5.071917,0.654897
Cre06.g254232,0,0,0,0,1.828082,0,0,0,0,0.785789,0,0,0,0,0,0,0
Cre06.g254240,16.122306,20.514872,20.958249,47.391325,75.54357,41.962477,20.990459,11.190039,16.469211,16.993793,17.495291,21.675766,19.308096,18.948468,11.8691,9.745325,15.309785
Cre06.g254250,0.043936,0,0,0,0.011939,0.056488,0.019383,0.045191,0.023002,0.051318,0.182446,0.058358,0.082974,0.076523,0.081389,0,0.039055
Cre06.g254275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g254300,33.602237,59.425339,60.271859,101.242705,50.218723,86.404806,94.502139,8.640516,4.397924,1.962382,0,5.579063,5.288223,14.631274,10.984598,0,8.960683
Cre06.g254350,9.543174,4.649797,6.520936,2.347212,4.127871,6.705189,8.20528,6.610619,7.137305,7.340002,9.666424,5.820527,5.19016,5.691217,4.994303,3.217796,5.943803
Cre06.g254400,106.481729,91.113665,87.014918,109.724949,76.960751,69.476239,62.513724,30.981934,28.934887,26.811758,26.126302,37.607867,36.775931,30.72067,22.807368,17.951915,31.453863
Cre06.g254450,1.021053,1.956203,2.441931,5.383713,3.051939,3.865373,5.536717,4.113357,3.630481,4.75051,4.189496,4.577255,5.356346,4.396527,4.793496,0,4.023744
Cre06.g254500,1.829182,1.695398,1.558606,1.32802,2.257642,2.569013,2.941017,2.38768,2.98249,2.193127,3.431823,2.129585,2.067125,2.111133,1.928365,1.09235,2.640709
Cre06.g254550,0,0,0,0,0,0,0,0,0,0.036124,0,0,0,0,0.050552,0,0
Cre06.g254600,3.543333,2.141892,6.237644,5.850675,2.148674,2.230645,2.229941,1.99043,1.472497,1.066225,0.783789,1.741659,1.852497,1.789831,1.673126,0.496126,1.747438
Cre06.g254650,5.270157,3.085755,5.474714,5.257188,7.063493,5.524448,6.330823,4.028896,4.213178,3.310703,4.098078,3.689262,4.124594,3.845276,4.043191,1.765001,3.92496
Cre06.g254700,1.950988,1.537638,3.303837,2.619667,3.42285,1.8722,2.591431,1.890385,1.798544,1.40689,1.270588,1.63372,1.708749,1.452785,1.331018,0,1.289361
Cre06.g254800,34.283042,34.09107,44.673126,41.247073,36.404242,25.09772,22.866975,10.991893,13.277317,11.95818,14.836602,12.083568,11.858756,12.261444,10.206287,8.699334,11.617604
Cre06.g254850,2.869796,5.803836,3.305475,2.033241,3.173264,3.342646,2.95825,1.008278,0.81071,0.587419,0.800645,0.750101,0.87645,0.882544,0.764753,0,0.924405
Cre06.g254917,0.014481,0.025609,0.019789,0.014544,0.041972,0.010343,0.013841,0.01655,0.024007,0.015786,0.017181,0.006412,0.033425,0.019617,0.041026,0,0.021453
Cre06.g255050,4.804703,6.126846,2.151292,2.019084,6.294238,6.242433,8.171727,8.271257,13.748614,8.784139,6.12804,5.416212,6.176553,7.047042,7.037664,3.133545,8.303505
Cre06.g255100,13.740959,8.84549,10.906634,12.188504,9.970757,8.630798,10.89206,11.254003,8.736114,8.859341,10.231671,9.841244,8.207167,7.7478,7.189484,5.993531,8.555875
Cre06.g255150,2.453561,3.389927,3.929391,3.003211,1.791761,1.90587,2.875141,2.260766,1.966901,2.256798,1.728411,1.731326,2.896008,2.58183,1.654272,3.800405,1.690247
Cre06.g255200,7.276616,16.138552,10.576065,6.559309,9.805276,12.601871,12.537929,5.541778,5.511297,4.72329,5.572715,4.218639,4.881065,4.259194,3.483607,4.434493,5.026083
Cre06.g255250,7.874408,8.062328,8.849758,9.885581,7.320023,7.282267,8.501792,5.873202,5.388139,5.195701,5.777617,4.931449,4.522181,5.213256,4.89239,8.559257,4.371643
Cre06.g255300,5.492405,3.388354,9.426162,13.469692,6.143306,6.459435,8.25515,2.627578,2.440768,2.118496,0.757723,3.393182,3.135886,2.447151,2.213023,0,2.066413
Cre06.g255350,3.864937,3.250847,2.318879,2.982245,2.356574,2.100779,4.013092,3.135021,3.059776,2.620479,1.593749,2.379004,3.263794,3.010051,2.146839,0,2.128354
Cre06.g255400,28.871016,21.293593,28.717433,21.549214,29.70429,23.143428,23.389127,12.170737,14.61667,13.411975,12.241838,12.26707,12.928712,12.15214,10.360304,3.252314,12.75003
Cre06.g255450,13.958395,7.517936,23.772397,26.426272,28.546255,14.323543,12.603103,6.237607,7.226597,9.629907,8.106497,6.025081,7.207946,7.120366,6.179853,4.84383,8.19161
Cre06.g255500,2.310942,0.567623,0.763226,0.309458,0.509336,0.209083,0.090621,1.558225,0.69902,0.653805,0.769227,1.176654,0.759707,0.745365,0.744257,0.636355,0.666471
Cre06.g255550,0,0,0,0.052791,0.066654,0,0.023189,0,0,0,0,0,0,0,0.007637,0,0
Cre06.g255600,0,0,0,0,0.025725,0.020287,0,0,0.012391,0.022116,0,0,0,0,0,0,0
Cre06.g255626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66563,0,0
Cre06.g255650,0,0,0,0,0.025528,0.040262,0,0,0,0,0,0,0,0,0,0,0.008351
Cre06.g255700,8.615462,6.09909,15.00665,28.044098,49.782456,22.582374,16.718873,7.076938,13.061457,11.817937,3.57457,8.787029,12.073758,10.450309,8.974485,6.990126,13.114774
Cre06.g255750,0,0,0,0,0.050666,0.099887,0.051411,0.015982,0,0.021778,0.013826,0,0.029344,0,0.020318,0,0.033148
Cre06.g255800,1.92999,1.144662,2.122913,5.531352,9.804333,3.116866,1.536725,0.734332,1.219876,1.12712,0.404907,0.601804,1.081597,0.765212,0.92842,0,1.359897
Cre06.g255850,9.979924,8.166658,10.541991,7.962893,5.890317,2.878635,2.458112,1.714103,1.997998,1.421973,1.760243,2.122723,2.534601,2.969019,2.347546,2.36455,3.192249
Cre06.g255900,0,0.234035,0,0,0.143838,0.170144,0.846524,0.816697,1.489553,0.680105,0.157009,0.263665,0.083307,0.07683,0.173043,0,0.14116
Cre06.g255950,6.889597,4.856441,6.028994,2.496857,6.340408,8.927594,11.670128,4.523704,6.039845,5.147104,7.470441,2.978448,3.702867,4.528161,4.228214,4.026994,5.887268
Cre06.g256000,18.207401,12.023743,10.753465,16.402775,23.776565,26.347808,31.637297,17.362291,20.573539,22.150211,16.995426,17.424885,17.452589,18.867894,16.711007,13.921894,21.039866
Cre06.g256050,5.405465,3.526817,2.151613,3.399616,4.934086,7.826968,9.608093,3.724572,3.228295,4.04562,5.027881,6.116825,5.351955,4.35697,3.33395,2.601231,4.991503
Cre06.g256100,0,0.099042,0,0.168738,0.060871,0.096006,0.012353,0.019201,0.02932,0.05233,0.083057,0.074388,0.035255,0.032514,0.054923,0,0.049782
Cre06.g256150,0,0,0,0,0.016865,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g256200,5.023897,3.173118,4.456966,5.91483,10.106585,7.599089,6.146119,5.297672,4.895612,4.773252,6.611717,5.551521,5.634186,4.14222,3.744664,3.138832,3.737703
Cre06.g256250,313.682127,277.657917,225.869696,103.850933,36.805584,32.172765,26.387512,37.196018,25.651641,24.626656,38.978756,37.472892,24.18775,23.338289,18.418674,8.002027,26.663327
Cre06.g256300,19.24973,14.598682,22.341805,23.823514,26.941158,26.49412,28.306486,21.285158,21.588941,23.977562,27.083188,22.231558,20.655921,17.087346,16.669667,25.330664,19.887577
Cre06.g256350,0.768343,0.645435,0.51189,0.636625,1.17961,1.103109,1.364314,2.01524,4.54541,3.598693,1.333207,1.82425,2.563496,2.631842,2.02612,3.808362,2.697764
Cre06.g256400,6.248208,6.12225,8.437946,11.702459,8.615262,8.214253,8.446257,5.674009,7.20528,5.79891,3.355947,5.411331,5.634186,4.951056,4.738334,3.138832,5.261304
Cre06.g256420,2.806141,2.59497,3.161616,3.743362,3.632098,4.544247,5.466821,3.760264,4.78296,4.478541,4.695364,3.108442,3.276771,3.618961,3.214155,1.592621,3.697763
Cre06.g256450,10.583725,33.95222,14.800277,9.146314,9.56403,13.607497,9.229587,2.306603,2.748959,2.338212,6.205483,3.242044,3.150505,2.667409,2.333372,4.066604,3.383907
Cre06.g256500,0,0,0,0,0,0,0,0,0,0.010726,0.021477,0,0.045581,0,0.00789,0,0
Cre06.g256526,0.284358,0.35202,0.582914,0.085676,0.262712,0.511839,0.326161,0.818946,0.699686,0.730691,0.387981,0.509897,0.465416,0.528285,0.427602,0,0.33365
Cre06.g256550,0,0,0,0,0.008206,0,0.006661,0,0,0,0,0,0,0,0,0,0
Cre06.g256600,2.629495,1.102349,0.987859,0.157821,0.657575,1.517518,1.862503,3.642057,2.517392,2.138875,3.1011,3.203917,2.809375,2.609208,2.188343,1.29814,2.897943
Cre06.g256650,0.371942,0.143358,0.302992,0.545939,0.554579,0.204356,0.082043,0.049045,0.054924,0.042326,0.036774,0.044338,0.07204,0.066439,0.062349,0,0.054255
Cre06.g256700,1.647709,1.060358,1.735753,1.43419,1.241204,0.75323,0.898527,0.367201,0.416933,0.464027,0.409988,0.60794,0.656923,0.600536,0.548612,0.680585,0.611896
Cre06.g256750,11.327285,15.257709,22.43808,39.699077,24.06537,29.7055,46.682865,37.427573,22.214999,42.679854,17.181943,25.043482,41.564502,39.184928,34.151083,17.454314,28.870834
Cre06.g256800,0,0,0,0,0.050031,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g256850,0,0,0,0,0.092626,0.320095,0,0,0,0.067331,0,0.056597,0.181443,0,0.112794,0,0.051241
Cre06.g256900,0.160034,0,0.164029,0.482179,0.086972,0.342927,0.0706,0.164606,0.125673,0.149537,0.189871,0.212567,0.402972,0.185821,0.174384,3.966121,0.142254
Cre06.g256950,0,0,2.928301,4.304007,0,1.224407,0.630189,2.938589,0,2.002184,2.542232,5.69222,0,1.65867,1.556582,0,1.523738
Cre06.g257000,28.718519,26.027005,17.064726,7.977266,6.351794,8.402835,11.248808,6.787719,8.241741,4.747341,5.06565,4.593954,6.096255,7.727205,8.660346,8.275926,7.369991
Cre06.g257050,1.022845,0.934595,1.724,1.35257,1.386591,1.83623,2.075682,1.26637,0.972802,0.6,0.704531,0.830258,1.023069,0.851157,0.88422,0.281657,0.850611
Cre06.g257100,3.341691,3.198581,4.16663,4.100032,3.360654,5.167507,4.855777,1.972519,1.154288,0.989863,1.236422,1.338454,1.127715,1.580063,1.287607,1.707566,1.506646
Cre06.g257150,10727.861859,11100.579133,11909.391972,12252.110323,11403.764673,12579.226245,14804.410088,15369.451001,15916.818833,16310.250583,17437.11757,16513.122528,15319.170597,16893.118452,12518.204091,13035.451907,17052.58958
Cre06.g257167,18.436528,32.60488,18.896765,41.661599,37.572939,51.358335,28.466917,22.12368,19.304058,12.920391,8.202703,30.610625,0,5.351824,6.026915,0,8.194091
Cre06.g257183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre06.g257200,0.045441,1.305885,6.124661,14.64965,11.310406,17.108351,21.334617,12.440363,10.961065,15.418402,18.788725,13.316366,12.486299,11.001115,9.732305,8.446217,10.724181
Cre06.g257250,12.406448,17.946785,13.888566,11.929889,16.592911,17.924418,16.548967,7.682643,8.099702,6.029274,8.273213,6.973377,8.530031,7.611448,6.216149,2.907503,8.520023
Cre06.g257300,1.835844,2.060392,0.892588,0.886435,1.618067,5.023298,2.419303,0.435758,0.283406,0.20893,0.125661,0.164128,0.222246,0.382606,0.310328,0,0.410061
Cre06.g257351,0.486323,0.516036,1.993854,2.344447,2.431518,1.584007,1.866541,1.067125,0.942033,0.568029,0.115399,1.06584,1.224578,1.29878,0.996271,0,1.469791
Cre06.g257400,3.557822,7.781459,5.195651,4.885494,7.096707,7.97465,7.632497,3.875345,3.102989,3.037603,2.302021,1.39053,1.595523,1.590295,1.59191,4.681769,1.729601
Cre06.g257450,545.619938,577.915783,698.799552,934.123502,750.458209,785.633723,760.573099,371.718684,392.110811,364.066317,274.337788,351.56322,358.76519,330.531871,277.589672,233.055471,315.345891
Cre06.g257476,0,5.191326,0,0,4.78587,10.064293,0,0,1.536789,1.37145,1.741372,0,0,0,0.639734,0,0
Cre06.g257500,675.777298,661.211513,728.741372,598.339471,723.185784,611.564748,556.696315,282.166278,281.385137,286.984799,335.933203,296.377861,310.005895,314.372106,246.267479,267.897816,299.318138
